Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,establishment_age,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_MRP_Categories,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
DRG15,6.13,Low Fat,0.077169953,Drinks,63.0536,OUT017,12,0,1,1225.072,1,False,True,False,False
FDY60,10.5,Regular,0.0,Processed Foods,143.3128,OUT046,22,0,2,1438.128,3,False,True,False,False
FDK02,12.5,Low Fat,0.112681821,Processed Foods,119.144,OUT018,10,1,0,3235.788,2,False,False,True,False
FDK24,9.195,Low Fat,0.10080442,Processed Foods,45.4744,OUT027,34,1,0,1041.3112,1,False,False,False,True
NCA05,20.75,NA,0.02512588,Non perishable,150.4734,OUT035,15,0,1,890.8404,3,False,True,False,False
FDN33,6.305,Regular,0.122519571,Processed Foods,93.0436,OUT027,34,1,0,2363.59,1,False,False,False,True
FDA09,13.35,Regular,0.15021128,Processed Foods,179.066,OUT017,12,0,1,2696.49,3,False,True,False,False
FDK50,7.96,Low Fat,0.028357839,Processed Foods,163.2894,OUT035,15,0,1,4530.1032,3,False,True,False,False
NCE55,8.92,NA,0.130663423,Non perishable,175.237,OUT017,12,0,1,2117.244,3,False,True,False,False
FDG12,6.635,Regular,0.006335942,Processed Foods,121.8098,OUT049,20,1,2,2048.6666,2,False,True,False,False
FDC37,15.5,Low Fat,0.032845997,Processed Foods,106.7938,OUT013,32,2,0,3215.814,2,False,True,False,False
DRG15,6.13,Low Fat,0.076735903,Drinks,62.4536,OUT046,22,0,2,1225.072,1,False,True,False,False
FDQ58,7.315,Low Fat,0.01530184,Processed Foods,154.434,OUT046,22,0,2,1378.206,3,False,True,False,False
FDQ51,16.0,Regular,0.029377239,Meats,46.1718,OUT010,21,0,0,94.5436,1,True,False,False,False
FDR46,16.85,Low Fat,0.233356571,Processed Foods,146.576,OUT010,21,0,0,439.428,3,True,False,False,False
FDC50,15.85,Low Fat,0.137053947,Processed Foods,94.4094,OUT018,10,1,0,1047.3034,2,False,False,True,False
FDJ09,15.0,Low Fat,0.0,Processed Foods,43.4744,OUT046,22,0,2,543.2928,1,False,True,False,False
NCC18,19.1,NA,0.177236497,Non perishable,172.3422,OUT035,15,0,1,2586.633,3,False,True,False,False
FDL04,19.0,Low Fat,0.111830282,Processed Foods,105.4622,OUT013,32,2,0,952.7598,2,False,True,False,False
FDH48,13.5,Low Fat,0.0,Processed Foods,84.654,OUT049,20,1,2,1211.756,1,False,True,False,False
FDD38,16.75,Regular,0.008204465,Processed Foods,99.8674,OUT049,20,1,2,2342.9502,2,False,True,False,False
FDT47,5.26,Regular,0.02439015,Starchy Foods,95.9068,OUT027,34,1,0,3207.8244,2,False,False,False,True
FDE41,9.195,Regular,0.064143995,Processed Foods,85.9566,OUT045,17,0,1,1691.132,1,False,True,False,False
FDH19,19.35,Low Fat,0.033275634,Meats,173.8738,OUT017,12,0,1,2432.8332,3,False,True,False,False
FDW26,11.8,Regular,0.107662745,Drinks,224.1772,OUT017,12,0,1,2890.9036,4,False,True,False,False
FDW35,10.6,Low Fat,0.01115195,Starchy Foods,40.6454,OUT017,12,0,1,167.7816,1,False,True,False,False
FDQ55,13.65,NA,0.013064516,Fruits and Vegetables,115.5834,OUT045,17,0,1,1382.2008,2,False,True,False,False
FDV22,14.85,Regular,0.009954237,Processed Foods,158.263,OUT049,20,1,2,2659.871,3,False,True,False,False
NCN29,15.2,NA,0.021214364,Non perishable,48.2034,OUT019,34,0,2,97.2068,1,True,False,False,False
FDQ26,13.5,Regular,0.067859568,Drinks,60.1562,OUT035,15,0,1,1599.9174,1,False,True,False,False
FDV24,5.635,Low Fat,0.103481775,Processed Foods,150.005,OUT045,17,0,1,1797.66,3,False,True,False,False
FDG50,7.405,Low Fat,0.015358176,Processed Foods,92.4146,OUT017,12,0,1,1459.4336,1,False,True,False,False
NCF42,17.35,NA,0.293066133,Non perishable,177.0712,OUT019,34,0,2,351.5424,3,True,False,False,False
FDT46,11.35,Low Fat,0.030981392,Processed Foods,51.9008,OUT017,12,0,1,708.4112,1,False,True,False,False
DRE49,20.75,NA,0.0,Drinks,153.8024,OUT027,34,1,0,7741.9224,3,False,False,False,True
FDV56,16.1,NA,0.013623294,Fruits and Vegetables,109.3596,OUT045,17,0,1,1186.4556,2,False,True,False,False
FDD32,17.7,NA,0.041098734,Fruits and Vegetables,80.9276,OUT018,10,1,0,487.3656,1,False,False,True,False
NCN19,13.1,NA,0.01209726,Non perishable,188.853,OUT035,15,0,1,3225.801,4,False,True,False,False
FDQ48,14.3,Regular,0.034382602,Processed Foods,96.5726,OUT013,32,2,0,2251.0698,2,False,True,False,False
FDW34,9.6,Low Fat,0.035406842,Processed Foods,244.317,OUT027,34,1,0,8262.578,4,False,False,False,True
NCS38,8.6,NA,0.090374342,Non perishable,114.3176,OUT045,17,0,1,1946.7992,2,False,True,False,False
FDL58,5.78,Regular,0.074451126,Processed Foods,264.5568,OUT018,10,1,0,6327.7632,4,False,False,True,False
FDY59,8.195,Low Fat,0.031467128,Processed Foods,91.8462,OUT045,17,0,1,2313.655,1,False,True,False,False
FDZ03,13.65,Regular,0.078786674,Drinks,184.824,OUT046,22,0,2,3355.632,3,False,True,False,False
FDP60,17.35,Low Fat,0.056032247,Processed Foods,102.3016,OUT045,17,0,1,1619.2256,2,False,True,False,False
NCI30,20.25,NA,0.058935522,Non perishable,246.646,OUT046,22,0,2,2463.46,4,False,True,False,False
FDO03,10.395,Regular,0.064577332,Meats,230.5352,OUT019,34,0,2,687.1056,4,True,False,False,False
FDZ20,16.1,NA,0.034306962,Fruits and Vegetables,252.3356,OUT046,22,0,2,3815.034,4,False,True,False,False
FDQ31,5.785,NA,0.053586458,Fruits and Vegetables,89.7856,OUT027,34,1,0,966.7416,1,False,False,False,True
FDY03,17.6,Regular,0.076431919,Meats,113.2202,OUT018,10,1,0,2025.3636,2,False,False,True,False
FDW45,18.0,Low Fat,0.039090105,Processed Foods,148.4418,OUT045,17,0,1,4119.9704,3,False,True,False,False
NCO41,12.5,NA,0.031549131,Non perishable,99.0384,OUT010,21,0,0,197.0768,2,True,False,False,False
FDK16,9.065,Low Fat,0.115233813,Processed Foods,94.4094,OUT013,32,2,0,2856.282,2,False,True,False,False
FDZ16,16.85,Regular,0.159825617,Processed Foods,195.5478,OUT035,15,0,1,4262.4516,4,False,True,False,False
NCD18,16.0,NA,0.073080167,Non perishable,228.4668,OUT017,12,0,1,2534.0348,4,False,True,False,False
FDF52,9.3,Low Fat,0.066727717,Processed Foods,181.6292,OUT013,32,2,0,2371.5796,3,False,True,False,False
FDF09,6.215,NA,0.012146608,Fruits and Vegetables,37.9848,OUT035,15,0,1,782.9808,1,False,True,False,False
FDW43,20.1,NA,0.022552083,Fruits and Vegetables,226.6036,OUT017,12,0,1,6831.108,4,False,True,False,False
FDU19,8.77,NA,0.047036036,Fruits and Vegetables,170.5422,OUT017,12,0,1,2759.0752,3,False,True,False,False
FDA50,16.25,Low Fat,0.087158654,Drinks,95.141,OUT035,15,0,1,2220.443,2,False,True,False,False
FDS48,15.15,Low Fat,0.027756137,Processed Foods,150.4708,OUT013,32,2,0,2106.5912,3,False,True,False,False
NCH07,13.15,NA,0.092589917,Non perishable,159.5604,OUT013,32,2,0,1901.5248,3,False,True,False,False
NCK54,12.15,NA,0.0,Non perishable,117.615,OUT013,32,2,0,1514.695,2,False,True,False,False
FDD53,16.2,Low Fat,0.077427883,Processed Foods,41.8454,OUT019,34,0,2,41.9454,1,True,False,False,False
FDV58,20.85,Low Fat,0.121227447,Processed Foods,197.5452,OUT035,15,0,1,4306.3944,4,False,True,False,False
FDI08,18.2,NA,0.066284519,Fruits and Vegetables,247.2092,OUT035,15,0,1,3486.1288,4,False,True,False,False
FDD08,8.3,NA,0.03549838,Fruits and Vegetables,36.6506,OUT018,10,1,0,455.4072,1,False,False,True,False
FDX34,6.195,Low Fat,0.072131519,Processed Foods,120.1098,OUT045,17,0,1,2892.2352,2,False,True,False,False
FDX55,15.1,NA,0.0,Fruits and Vegetables,216.4166,OUT045,17,0,1,2830.3158,4,False,True,False,False
NCS05,11.5,NA,0.021020616,Non perishable,130.7942,OUT045,17,0,1,2782.3782,2,False,True,False,False
FDL04,19.0,Low Fat,0.111902259,Processed Foods,105.4622,OUT035,15,0,1,1905.5196,2,False,True,False,False
FDJ53,10.5,Low Fat,0.071548187,Processed Foods,120.2098,OUT018,10,1,0,602.549,2,False,False,True,False
FDB47,8.8,Low Fat,0.071540443,Processed Foods,210.6612,OUT049,20,1,2,2508.7344,4,False,True,False,False
NCS29,9.0,NA,0.121765124,Non perishable,264.1884,OUT019,34,0,2,264.9884,4,True,False,False,False
FDB33,17.75,NA,0.014609738,Fruits and Vegetables,160.4262,OUT045,17,0,1,3182.524,3,False,True,False,False
FDL52,6.635,Regular,0.080697998,Processed Foods,39.8506,OUT019,34,0,2,37.9506,1,True,False,False,False
FDB03,17.75,Regular,0.156802171,Drinks,242.1538,OUT035,15,0,1,4326.3684,4,False,True,False,False
FDW20,20.75,NA,0.024144862,Fruits and Vegetables,123.373,OUT035,15,0,1,2093.941,2,False,True,False,False
FDT10,16.7,Regular,0.062297249,Processed Foods,60.6562,OUT018,10,1,0,592.562,1,False,False,True,False
FDK04,7.36,Low Fat,0.052058711,Processed Foods,55.5588,OUT027,34,1,0,1145.176,1,False,False,False,True
NCL07,13.85,NA,0.031402114,Non perishable,40.248,OUT045,17,0,1,319.584,1,False,True,False,False
FDZ31,15.35,NA,0.113217223,Fruits and Vegetables,191.1504,OUT046,22,0,2,1725.7536,4,False,True,False,False
FDE45,12.1,NA,0.0,Fruits and Vegetables,177.3002,OUT035,15,0,1,3044.7034,3,False,True,False,False
NCK54,12.15,NA,0.0,Non perishable,118.515,OUT018,10,1,0,1398.18,2,False,False,True,False
DRE15,13.35,Low Fat,0.031139933,Drinks,74.8012,OUT019,34,0,2,303.6048,1,True,False,False,False
NCQ38,16.35,NA,0.013363902,Non perishable,106.128,OUT035,15,0,1,1917.504,2,False,True,False,False
FDB08,6.055,NA,0.030952737,Fruits and Vegetables,160.1578,OUT027,34,1,0,3048.6982,3,False,False,False,True
DRF49,7.27,NA,0.07136748,Drinks,111.8518,OUT018,10,1,0,2277.036,2,False,False,True,False
DRC27,13.8,Low Fat,0.058192802,Drinks,246.9802,OUT049,20,1,2,5896.3248,4,False,True,False,False
FDB37,20.25,Regular,0.022976493,Processed Foods,240.3538,OUT049,20,1,2,4086.0146,4,False,True,False,False
FDS35,9.3,Low Fat,0.111220521,Starchy Foods,65.7826,OUT046,22,0,2,968.739,1,False,True,False,False
FDE47,14.15,Low Fat,0.037967687,Starchy Foods,125.6046,OUT049,20,1,2,1618.5598,2,False,True,False,False
NCT53,5.4,NA,0.0,Non perishable,164.5526,OUT027,34,1,0,2302.3364,3,False,False,False,True
FDL14,8.115,Regular,0.032158866,Processed Foods,154.8972,OUT046,22,0,2,1713.7692,3,False,True,False,False
FDP21,7.42,Regular,0.045068892,Processed Foods,190.8872,OUT019,34,0,2,945.436,4,True,False,False,False
NCV54,11.1,NA,0.033176087,Non perishable,120.1124,OUT045,17,0,1,1896.1984,2,False,True,False,False
NCO41,12.5,NA,0.018845298,Non perishable,96.7384,OUT035,15,0,1,2759.0752,2,False,True,False,False
FDQ59,9.8,Regular,0.056375879,Starchy Foods,84.6908,OUT035,15,0,1,1006.6896,1,False,True,False,False
FDQ01,19.7,Regular,0.161356273,Processed Foods,253.1014,OUT018,10,1,0,2805.0154,4,False,False,True,False
FDQ48,14.3,Regular,0.034605882,Processed Foods,95.9726,OUT017,12,0,1,2153.1972,2,False,True,False,False
FDP09,19.75,Low Fat,0.033942546,Processed Foods,213.5902,OUT049,20,1,2,4460.1942,4,False,True,False,False
FDK55,18.5,Low Fat,0.025740259,Meats,89.4172,OUT013,32,2,0,1605.9096,1,False,True,False,False
NCJ43,6.635,NA,0.026938317,Non perishable,174.1396,OUT027,34,1,0,4012.1108,3,False,False,False,True
FDI07,12.35,Regular,0.033754478,Meats,199.0426,OUT035,15,0,1,3361.6242,4,False,True,False,False
NCW41,18.0,NA,0.015375557,Non perishable,156.9604,OUT027,34,1,0,4278.4308,3,False,False,False,True
FDG33,5.365,Regular,0.140458316,Meats,169.7764,OUT049,20,1,2,3263.7516,3,False,True,False,False
NCO05,7.27,NA,0.046333982,Non perishable,97.2384,OUT027,34,1,0,2660.5368,2,False,False,False,True
FDH53,20.5,Regular,0.0,Processed Foods,82.8592,OUT035,15,0,1,908.1512,1,False,True,False,False
FDR49,8.71,Low Fat,0.139228412,Processed Foods,49.5376,OUT046,22,0,2,1198.44,1,False,True,False,False
FDF33,7.97,Low Fat,0.0,Meats,109.4596,OUT027,34,1,0,1833.6132,2,False,False,False,True
FDQ51,16.0,Regular,0.0,Meats,48.1718,OUT017,12,0,1,756.3488,1,False,True,False,False
FDZ38,17.6,Low Fat,0.00799436,Drinks,171.6422,OUT013,32,2,0,3793.7284,3,False,True,False,False
FDV52,20.7,Regular,0.121767168,Processed Foods,118.9466,OUT045,17,0,1,353.5398,2,False,True,False,False
FDM50,13.0,Regular,0.030083482,Processed Foods,61.922,OUT035,15,0,1,1557.972,1,False,True,False,False
FDV60,20.2,Regular,0.118025091,Processed Foods,195.811,OUT017,12,0,1,2553.343,4,False,True,False,False
FDG60,20.35,Low Fat,0.060649213,Processed Foods,232.7616,OUT013,32,2,0,2812.3392,4,False,True,False,False
FDN13,18.6,Low Fat,0.151931742,Starchy Foods,101.1358,OUT013,32,2,0,1105.8938,2,False,True,False,False
DRN59,15.0,NA,0.063831013,Drinks,46.206,OUT027,34,1,0,1304.968,1,False,False,False,True
FDU02,13.35,Low Fat,0.103091351,Drinks,229.9352,OUT017,12,0,1,2519.3872,4,False,True,False,False
FDZ58,17.85,Low Fat,0.052389407,Processed Foods,120.9072,OUT018,10,1,0,2817.6656,2,False,False,True,False
NCQ38,16.35,NA,0.013355306,Non perishable,105.528,OUT013,32,2,0,2024.032,2,False,True,False,False
FDF39,14.85,Regular,0.019550858,Drinks,263.791,OUT045,17,0,1,4207.856,4,False,True,False,False
FDT03,21.25,Low Fat,0.01005532,Meats,183.1608,OUT017,12,0,1,2756.412,3,False,True,False,False
FDN09,14.15,Low Fat,0.034845668,Processed Foods,242.7828,OUT013,32,2,0,3167.8764,4,False,True,False,False
FDJ02,17.2,Regular,0.025162022,Processed Foods,145.9418,OUT035,15,0,1,1765.7016,3,False,True,False,False
FDN44,13.15,NA,0.022685222,Fruits and Vegetables,161.592,OUT027,34,1,0,4314.384,3,False,False,False,True
FDQ34,10.85,Low Fat,0.162571649,Processed Foods,107.4622,OUT045,17,0,1,529.311,2,False,True,False,False
FDX31,20.35,NA,0.014825605,Fruits and Vegetables,233.2958,OUT046,22,0,2,4206.5244,4,False,True,False,False
NCH55,16.35,NA,0.058034349,Non perishable,124.802,OUT010,21,0,0,253.004,2,True,False,False,False
DRM47,9.3,NA,0.043785694,Drinks,191.6846,OUT046,22,0,2,3057.3536,4,False,True,False,False
DRL01,19.5,NA,0.076798609,Drinks,231.8958,OUT027,34,1,0,8413.0488,4,False,False,False,True
FDO12,15.75,Low Fat,0.055241242,Processed Foods,196.5452,OUT017,12,0,1,3131.9232,4,False,True,False,False
NCK30,14.85,NA,0.061102235,Non perishable,253.2698,OUT045,17,0,1,2283.0282,4,False,True,False,False
FDP16,18.6,Low Fat,0.039517121,Processed Foods,243.6802,OUT017,12,0,1,5896.3248,4,False,True,False,False
NCG06,16.35,NA,0.029565309,Non perishable,256.4646,OUT018,10,1,0,515.3292,4,False,False,True,False
FDX36,9.695,Regular,0.128283243,Processed Foods,226.1404,OUT046,22,0,2,3375.606,4,False,True,False,False
FDT09,15.15,Regular,0.012332667,Processed Foods,130.0284,OUT017,12,0,1,3559.3668,2,False,True,False,False
FDF08,14.3,NA,0.065195229,Fruits and Vegetables,88.9856,OUT035,15,0,1,1669.8264,1,False,True,False,False
FDA43,10.895,NA,0.108253944,Fruits and Vegetables,194.8794,OUT010,21,0,0,585.2382,4,True,False,False,False
NCN06,8.39,NA,0.121178848,Non perishable,165.1868,OUT017,12,0,1,2784.3756,3,False,True,False,False
DRF15,18.35,Low Fat,0.0,Drinks,151.934,OUT013,32,2,0,306.268,3,False,True,False,False
NCX05,15.2,NA,0.09698132,Non perishable,116.3492,OUT013,32,2,0,2548.6824,2,False,True,False,False
FDM21,20.2,Low Fat,0.064351908,Processed Foods,259.4646,OUT035,15,0,1,2061.3168,4,False,True,False,False
NCG54,12.1,NA,0.079419801,Non perishable,172.3106,OUT027,34,1,0,5475.5392,3,False,False,False,True
FDD26,8.71,Regular,0.072301795,Processed Foods,185.6924,OUT045,17,0,1,3331.6632,3,False,True,False,False
FDU23,12.15,Low Fat,0.021719387,Starchy Foods,163.1184,OUT035,15,0,1,3467.4864,3,False,True,False,False
FDO37,8.06,Low Fat,0.021420031,Starchy Foods,232.0326,OUT045,17,0,1,3003.4238,4,False,True,False,False
FDP19,11.5,NA,0.290430317,Fruits and Vegetables,130.6652,OUT010,21,0,0,258.3304,2,True,False,False,False
FDT13,14.85,Low Fat,0.018571641,Processed Foods,187.3214,OUT046,22,0,2,4333.6922,4,False,True,False,False
FDY07,11.8,NA,0.0,Fruits and Vegetables,45.2402,OUT018,10,1,0,1148.505,1,False,False,True,False
DRI47,14.7,NA,0.020952705,Drinks,143.5128,OUT049,20,1,2,2444.8176,3,False,True,False,False
NCW42,18.2,NA,0.102371638,Non perishable,221.2456,OUT019,34,0,2,663.1368,4,True,False,False,False
NCQ50,18.75,NA,0.034278798,Non perishable,214.1218,OUT013,32,2,0,4488.1578,4,False,True,False,False
FDQ09,7.235,Low Fat,0.0,Processed Foods,115.1834,OUT045,17,0,1,1382.2008,2,False,True,False,False
FDI20,19.1,NA,0.038377013,Fruits and Vegetables,211.5586,OUT027,34,1,0,4432.2306,4,False,False,False,True
NCP05,19.6,NA,0.025325897,Non perishable,150.9024,OUT049,20,1,2,3795.06,3,False,True,False,False
FDH02,7.27,Regular,0.020898691,Processed Foods,92.2488,OUT017,12,0,1,814.9392,1,False,True,False,False
FDH45,15.1,NA,0.105881129,Fruits and Vegetables,42.0796,OUT045,17,0,1,454.0756,1,False,True,False,False
DRG49,7.81,NA,0.112906337,Drinks,243.5486,OUT010,21,0,0,488.6972,4,True,False,False,False
FDA37,7.81,Regular,0.055216312,Processed Foods,125.5046,OUT035,15,0,1,3237.1196,2,False,True,False,False
FDS13,6.465,Low Fat,0.125210375,Processed Foods,266.8884,OUT017,12,0,1,1059.9536,4,False,True,False,False
NCW42,18.2,NA,0.058185842,Non perishable,220.8456,OUT027,34,1,0,4199.8664,4,False,False,False,True
FDK15,10.8,Low Fat,0.098814721,Meats,100.5042,OUT018,10,1,0,1884.8798,2,False,False,True,False
FDX51,9.5,Regular,0.022058724,Meats,196.8452,OUT046,22,0,2,3523.4136,4,False,True,False,False
FDJ20,20.7,NA,0.100091576,Fruits and Vegetables,125.5388,OUT013,32,2,0,2105.2596,2,False,True,False,False
DRK59,8.895,NA,0.075876602,Drinks,235.9616,OUT017,12,0,1,1874.8928,4,False,True,False,False
FDL45,15.6,Low Fat,0.037841362,Processed Foods,125.2704,OUT018,10,1,0,2628.5784,2,False,False,True,False
FDH41,9.0,Low Fat,0.081943273,Processed Foods,214.5534,OUT013,32,2,0,3440.8544,4,False,True,False,False
FDD05,19.35,Low Fat,0.016645164,Processed Foods,120.9098,OUT045,17,0,1,1687.1372,2,False,True,False,False
FDZ39,19.7,Regular,0.018061324,Meats,102.599,OUT045,17,0,1,2063.98,2,False,True,False,False
FDY35,17.6,Regular,0.028062401,Starchy Foods,44.0402,OUT019,34,0,2,91.8804,1,True,False,False,False
NCE06,5.825,NA,0.091857904,Non perishable,160.7894,OUT018,10,1,0,1617.894,3,False,False,True,False
FDE57,9.6,NA,0.036109413,Fruits and Vegetables,140.6154,OUT027,34,1,0,4538.0928,2,False,False,False,True
FDD33,12.85,NA,0.108633372,Fruits and Vegetables,233.8642,OUT018,10,1,0,2323.642,4,False,False,True,False
FDQ10,12.85,Low Fat,0.03324652,Processed Foods,172.4422,OUT045,17,0,1,4483.4972,3,False,True,False,False
FDN15,17.5,Low Fat,0.016720132,Meats,139.918,OUT013,32,2,0,419.454,2,False,True,False,False
FDS50,17.0,Low Fat,0.055433377,Drinks,221.1114,OUT046,22,0,2,4434.228,4,False,True,False,False
FDX21,7.05,Low Fat,0.084966021,Processed Foods,111.1912,OUT046,22,0,2,1965.4416,2,False,True,False,False
FDL58,5.78,Regular,0.074135053,Processed Foods,264.0568,OUT035,15,0,1,2109.2544,4,False,True,False,False
FDK09,15.2,Low Fat,0.091745951,Processed Foods,229.0352,OUT035,15,0,1,2290.352,4,False,True,False,False
FDS08,5.735,NA,0.056685383,Fruits and Vegetables,178.437,OUT027,34,1,0,3175.866,3,False,False,False,True
FDE20,11.35,NA,0.00552947,Fruits and Vegetables,169.279,OUT035,15,0,1,2376.906,3,False,True,False,False
FDF04,17.5,Low Fat,0.013664703,Processed Foods,257.7304,OUT045,17,0,1,5683.2688,4,False,True,False,False
FDA50,16.25,Low Fat,0.087310672,Drinks,95.541,OUT049,20,1,2,1544.656,2,False,True,False,False
FDX08,12.85,NA,0.022639195,Fruits and Vegetables,179.7318,OUT049,20,1,2,2165.1816,3,False,True,False,False
FDD05,19.35,Low Fat,0.016531033,Processed Foods,122.4098,OUT027,34,1,0,3012.745,2,False,False,False,True
FDG41,8.84,Regular,0.076873991,Processed Foods,109.9228,OUT018,10,1,0,1547.3192,2,False,False,True,False
FDU39,18.85,Low Fat,0.035863436,Meats,58.3562,OUT027,34,1,0,1125.8678,1,False,False,False,True
NCQ43,17.75,NA,0.111301625,Non perishable,107.5912,OUT046,22,0,2,1528.6768,2,False,True,False,False
NCY42,6.38,NA,0.015193323,Non perishable,143.347,OUT045,17,0,1,858.882,3,False,True,False,False
FDF26,6.825,Regular,0.046408928,Processed Foods,153.2998,OUT027,34,1,0,3998.7948,3,False,False,False,True
FDC20,10.65,NA,0.0,Fruits and Vegetables,57.1272,OUT035,15,0,1,279.636,1,False,True,False,False
FDX14,13.1,Low Fat,0.07494003,Drinks,75.0354,OUT046,22,0,2,902.8248,1,False,True,False,False
DRC49,8.67,NA,0.065119701,Drinks,145.7128,OUT027,34,1,0,4026.7584,3,False,False,False,True
FDM40,10.195,Low Fat,0.0,Processed Foods,143.1154,OUT017,12,0,1,2410.8618,3,False,True,False,False
FDE10,6.67,Regular,0.090456903,Processed Foods,131.2626,OUT017,12,0,1,2098.6016,2,False,True,False,False
NCU17,5.32,NA,0.093071679,Non perishable,103.8674,OUT045,17,0,1,509.337,2,False,True,False,False
FDB36,5.465,Regular,0.048292189,Processed Foods,133.1626,OUT027,34,1,0,2492.0894,2,False,False,False,True
DRF13,12.1,NA,0.029902679,Drinks,144.3444,OUT018,10,1,0,1161.1552,3,False,False,True,False
FDL13,13.85,Regular,0.056547986,Starchy Foods,232.73,OUT018,10,1,0,6291.81,4,False,False,True,False
NCH55,16.35,NA,0.034726222,Non perishable,125.602,OUT049,20,1,2,3036.048,2,False,True,False,False
NCF18,18.35,NA,0.088908547,Non perishable,192.8504,OUT013,32,2,0,2876.256,4,False,True,False,False
FDC09,15.5,NA,0.044024163,Fruits and Vegetables,102.0332,OUT010,21,0,0,102.5332,2,True,False,False,False
FDV09,12.1,Low Fat,0.020568574,Processed Foods,150.4734,OUT046,22,0,2,2078.6276,3,False,True,False,False
FDV09,12.1,Low Fat,0.020564685,Processed Foods,148.2734,OUT035,15,0,1,3266.4148,3,False,True,False,False
FDU16,19.25,Regular,0.058226609,Processed Foods,85.2908,OUT013,32,2,0,671.1264,1,False,True,False,False
FDD26,8.71,Regular,0.072155462,Processed Foods,183.3924,OUT046,22,0,2,3146.5708,3,False,True,False,False
NCA29,10.5,NA,0.027253711,Non perishable,170.9106,OUT013,32,2,0,3251.1014,3,False,True,False,False
FDZ26,11.6,Regular,0.144604071,Drinks,240.8222,OUT018,10,1,0,3585.333,4,False,False,True,False
